wav_file,emotion
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a05Tb.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b02Tb.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a01Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a07Ta.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b02Tb.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b10Ab.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b10Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a04Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b03Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a04Ta.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a04Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a02Tb.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b01Fe.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a04Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a05Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a05Fc.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a02Ab.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b03Ed.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a04Nd.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a05Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b01Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a05Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b02Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a02Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a05Nd.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a05Ta.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a01Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a01Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a02Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b01Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a07Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b02Ff.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b09Lc.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b03Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b10La.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b09Tb.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b10Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a05Tc.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b02Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b10Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a02Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b10Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a02La.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a01Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a05Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a01Lc.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a05Fc.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b09Ad.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a02Fb.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b10Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b01Lb.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a02Nc.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b10Nd.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a01Ab.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b09Nd.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a01Ld.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a07Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a07Fb.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b10Tc.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a02La.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a05Ad.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a07Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b01Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a02Ea.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b09Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b03La.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b02La.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b03Lc.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a05Lc.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a02Ac.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b02Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b10Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a05Lc.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b02Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a04Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a04Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b01Lb.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a05Fe.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b02Tc.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a04Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a07Ta.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b03Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b03Tb.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a05Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b10Fc.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a05Ld.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a05Ed.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a07Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b10Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b09Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a02Ec.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b02Wd.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a01Fa.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a02Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b01Ea.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b01Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a04Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b09Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b10Ec.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a01Ea.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b01Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b03Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a07Eb.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a01Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a04Nc.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09a05Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a04Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b01Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a04Nc.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b01Fa.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b01Td.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b03Tc.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a07Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b01Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a01Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a01Ab.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a01Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a01Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b01Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b09Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a07Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b01Fa.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a07Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b09Lb.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b03Tc.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b01Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a04Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a01Ac.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b01Lb.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b09Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a02Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b09La.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a02Ld.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a04Ad.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b01Ea.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b02Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a05Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b03Fe.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a04Tb.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b03Wd.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b02Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a05Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a04Ac.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b09Ab.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b03Ta.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10b10Lc.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b03Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a04Lc.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/09b03Fa.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a02Ab.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a07La.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a01Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03b02Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08a07Tb.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/10a02Lb.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/08b10Nc.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a04Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/03a07Fa.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a01Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a04Lb.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b02Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13b10Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12b01Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14b01Fc.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12a05Wb.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a02Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a04Tc.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b03Td.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a04Fc.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13b09Fb.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12a05Ab.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a01Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a05Ea.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12b10Ld.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b09Td.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12a05Lb.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14b09Ea.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a05Na.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13b03Ed.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a01Ea.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a05Wd.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13b03Ac.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a04Ed.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14b02Tc.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a02Lc.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b02Ab.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a07Ld.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a01Ec.wav,Disgust
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12b02Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b10Ad.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a05Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a04Tb.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12b09Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13b09La.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12a07Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a05Lb.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12a02Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a05Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13b09Ab.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12a04Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a04Ta.wav,Sadness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a01Ac.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14b01Ac.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b09Ad.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a04Lb.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a02Ad.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b01Ab.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a05Fa.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a07Wc.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13b10Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14b01Fa.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b01Nc.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13a02Nc.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b09Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b09Fd.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12b02Ad.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11a07Ac.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a05Wa.wav,Anger
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13b01Nc.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14b02Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13b02Lc.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/13b10Fa.wav,Happiness
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b10Nc.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/12a07Ac.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/11b03Nb.wav,Neutral
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14a05Aa.wav,Fear
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14b03Lb.wav,Boredom
/home/self/workspace/professional/Talks-classes/IIIDh/datasets/emodb/wav/14b03Wb.wav,Anger
